batch_id,selected_request_id,origin,destination,max_wait,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_drop_penalty,assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B147,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B148,,5,2,6,61,10,51,2,1531100,,,,,,Overdue
B149,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B150,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B151,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B152,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B153,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B154,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B155,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B156,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B157,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B158,,6,4,5,48,9,39,2,1415900,,,,,,Overdue
B159,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B160,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B161,R161,7,6,6,78,15,63,1,1651300,2.0,148.0,08:08,165.0,08:25,Complete
B162,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B163,,4,9,6,124,18,106,2,2091400,,,,,,Overdue
B164,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B165,R165,6,3,5,81,12,69,1,1708600,0.0,149.0,08:09,164.0,08:24,Complete
B166,,7,4,5,57,9,48,2,1507500,,,,,,Overdue
B167,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B168,R168,3,5,7,50,10,40,1,1419200,5.0,149.0,08:09,162.0,08:22,Complete
B169,,4,2,5,56,8,48,2,1510700,,,,,,Overdue
B170,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B171,,7,1,5,56,9,47,2,1498500,,,,,,Overdue
B172,,7,4,5,57,9,48,2,1507500,,,,,,Overdue
B173,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B174,,2,4,5,54,8,46,2,1490700,,,,,,Overdue
B175,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B176,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B177,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B178,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B179,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B180,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B181,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B182,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B183,,3,9,5,122,17,105,1,2069100,,,,,,Overdue
B184,,6,7,6,77,14,63,1,1641300,,,,,,Overdue
B185,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B186,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B187,,9,1,8,114,18,96,1,1973700,,,,,,Overdue
B188,,9,7,5,95,14,81,1,1830700,,,,,,Overdue
B189,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B190,,8,5,6,81,15,66,1,1670600,,,,,,Overdue
B191,,9,1,8,114,18,96,1,1973700,,,,,,Overdue
B192,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B193,,6,3,5,81,12,69,1,1708600,,,,,,Overdue
B194,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B195,,7,9,5,93,14,79,1,1810700,,,,,,Overdue
B196,,8,5,6,81,16,65,1,1670600,,,,,,Overdue
B197,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B198,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B199,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B200,,9,7,5,95,14,81,1,1830700,,,,,,Overdue
B201,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B202,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B203,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B204,R204,10,9,8,171,21,150,0,2503300,7.0,156.0,08:16,180.0,08:40,Complete
B205,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B206,,5,7,5,63,12,51,1,1530500,,,,,,Overdue
B207,,6,2,6,92,13,79,1,1807500,,,,,,Overdue
B208,,6,7,6,77,15,62,1,1641300,,,,,,Overdue
B209,,7,6,6,78,15,63,1,1651300,,,,,,Overdue
B210,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B211,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B212,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B213,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B214,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B215,,6,7,6,77,14,63,1,1641300,,,,,,Overdue
B216,,7,9,5,93,14,79,1,1810700,,,,,,Overdue
B217,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B218,R218,6,7,6,77,15,62,0,1631300,1.0,159.0,08:19,179.0,08:39,Complete
B219,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B220,,8,1,6,83,14,69,1,1707400,,,,,,Overdue
B221,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B222,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B223,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B224,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B225,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B226,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B227,,9,4,6,125,18,107,2,2101400,,,,,,Overdue
B228,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B229,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B230,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B231,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B232,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B233,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B234,,5,10,4,38,12,26,1,1278300,,,,,,Overdue
B235,,6,7,6,77,14,63,2,1651300,,,,,,Overdue
B236,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B237,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B238,,9,7,5,95,14,81,2,1840700,,,,,,Overdue
B239,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B240,R240,2,4,5,54,8,46,1,1480700,4.0,165.0,08:25,176.0,08:36,Complete
B241,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B242,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B243,,3,8,4,57,12,45,2,1474100,,,,,,Overdue
B244,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B245,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B246,,8,5,6,81,16,65,2,1680600,,,,,,Overdue
B247,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B248,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B249,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B250,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B251,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B252,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B253,R253,5,3,6,50,10,40,1,1420200,5.0,166.0,08:26,179.0,08:39,Complete
B254,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B255,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B256,,7,4,5,57,9,48,2,1507500,,,,,,Overdue
B257,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B258,,8,5,6,81,16,65,2,1680600,,,,,,Overdue
B259,,3,1,5,51,8,43,2,1460100,,,,,,Overdue
B260,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B261,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B262,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B263,,2,5,10,59,11,48,2,1507100,,,,,,Overdue
B264,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B265,,6,4,5,48,9,39,2,1415900,,,,,,Overdue
B266,R266,7,4,5,57,9,48,1,1497500,6.0,169.0,08:29,181.0,08:41,Complete
B267,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B268,,8,4,6,76,13,63,2,1651200,,,,,,Overdue
B269,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B270,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B271,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B272,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B273,R273,3,5,7,50,10,40,0,1409200,0.0,171.0,08:31,184.0,08:44,Complete
B274,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B275,,6,3,5,81,12,69,1,1708600,,,,,,Overdue
B276,,6,4,5,48,9,39,1,1405900,,,,,,Overdue
B277,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B278,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B279,R279,9,6,7,147,22,125,0,2252100,3.0,172.0,08:32,200.0,09:00,Complete
B280,,2,5,10,59,11,48,1,1497100,,,,,,Overdue
B281,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B282,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B283,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B284,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B285,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B286,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B287,,8,4,6,76,14,62,1,1641200,,,,,,Overdue
B288,R288,9,6,7,147,22,125,0,2252100,3.0,175.0,08:35,203.0,09:03,Complete
B289,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B290,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B291,,3,9,5,122,17,105,1,2069100,,,,,,Overdue
B292,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B293,,8,7,5,30,9,21,1,1225500,,,,,,Overdue
B294,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B295,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B296,,5,10,4,38,12,26,1,1278300,,,,,,Overdue
B297,R297,6,7,6,77,14,63,0,1631300,2.0,176.0,08:36,193.0,08:53,Complete
B298,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B299,,3,5,7,50,10,40,1,1419200,,,,,,Overdue
B300,,5,1,6,27,9,18,1,1190900,,,,,,Overdue
B301,,6,3,5,81,12,69,1,1708600,,,,,,Overdue
B302,,6,4,5,48,9,39,1,1405900,,,,,,Overdue
B303,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B304,,3,8,4,57,12,45,1,1464100,,,,,,Overdue
B305,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B306,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B307,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B308-1,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B308-2,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B309,R309,3,5,7,50,10,40,1,1419200,5.0,182.0,08:42,195.0,08:55,Complete
B310,,3,9,5,122,17,105,2,2079100,,,,,,Overdue
B311,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B312,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B313,,8,1,6,83,14,69,1,1707400,,,,,,Overdue
B314,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B315,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B316,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B317,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B318,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B319,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B320,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B321,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B322,,3,9,5,122,17,105,2,2079100,,,,,,Overdue
B323,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B324,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B325,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B326,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B327,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B328,,6,9,7,146,22,124,2,2262100,,,,,,Overdue
B329,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B330,,1,9,9,113,18,95,2,1972700,,,,,,Overdue
B331,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B332,,3,9,5,122,17,105,2,2079100,,,,,,Overdue
B333,,9,4,6,125,18,107,2,2101400,,,,,,Overdue
B334,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B335,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B336,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B337,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B338,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B339,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B340,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B341,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B342,,3,8,4,57,12,45,2,1474100,,,,,,Overdue
B343,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B344,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B345,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B346,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B347,R347,2,4,5,54,8,46,1,1480700,4.0,188.0,08:48,199.0,08:59,Complete
B348,,3,1,5,51,8,43,2,1460100,,,,,,Overdue
B349,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B350,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B351,,6,4,5,48,9,39,2,1415900,,,,,,Overdue
B352,R352,7,4,5,57,9,48,1,1497500,1.0,188.0,08:48,200.0,09:00,Complete
B353,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B354,,8,5,6,81,16,65,2,1680600,,,,,,Overdue
B355,,9,7,5,95,14,81,2,1840700,,,,,,Overdue
B356,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B357,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B358,,3,1,5,51,8,43,2,1460100,,,,,,Overdue
B359,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B360,,9,7,5,95,14,81,2,1840700,,,,,,Overdue
B361,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B362,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B363,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B364,,6,4,5,48,9,39,2,1415900,,,,,,Overdue
B365,,7,6,6,78,14,64,2,1661300,,,,,,Overdue
B366,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B367,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B368,,3,8,4,57,12,45,1,1464100,,,,,,Overdue
B369,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B370,,6,3,5,81,12,69,1,1708600,,,,,,Overdue
B371,,6,7,6,77,15,62,1,1641300,,,,,,Overdue
B372,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B373,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B374,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B375,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B376,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B377,,3,9,5,122,17,105,1,2069100,,,,,,Overdue
B378,,6,4,5,48,9,39,1,1405900,,,,,,Overdue
B379,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B380,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B381,,3,8,4,57,12,45,1,1464100,,,,,,Overdue
B382,R382,4,9,6,124,18,106,0,2071400,6.0,194.0,08:54,217.0,09:17,Complete
B383,,8,1,6,83,14,69,1,1707400,,,,,,Overdue
B384,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B385,,9,7,5,95,14,81,1,1830700,,,,,,Overdue
B386,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B387,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B388,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B389,,6,7,6,77,15,62,1,1641300,,,,,,Overdue
B390,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B391,,8,1,6,83,14,69,1,1707400,,,,,,Overdue
B392,R392,4,9,6,124,18,106,0,2071400,6.0,197.0,08:57,220.0,09:20,Complete
B393,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B394,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B395,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B396,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B397,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B398,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B399,R399,6,3,5,81,12,69,0,1698600,0.0,197.0,08:57,212.0,09:12,Complete
B400,,6,9,7,146,22,124,2,2262100,,,,,,Overdue
B401,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B402,,3,6,4,83,12,71,1,1729600,,,,,,Overdue
B403,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B404,R404,7,1,5,56,9,47,1,1488500,2.0,200.0,09:00,212.0,09:12,Complete
B405,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
