batch_id,selected_request_id,origin,destination,max_wait,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_drop_penalty,assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B27,,10,3,7,83,17,66,2,1681800,,,,,,Overdue
B28,,3,10,6,83,17,66,2,1682800,,,,,,Overdue
B29,R29,5,9,5,138,19,119,1,2206000,14.0,47.0,06:27,69.0,06:49,Complete
B30,R30,5,9,5,138,19,119,0,2196000,12.0,51.0,06:31,73.0,06:53,Complete
B31,R31,10,3,7,83,17,66,0,1661800,11.0,55.0,06:35,75.0,06:55,Complete
B32,,1,10,5,61,15,46,1,1472400,,,,,,Overdue
B33,,1,10,5,61,16,45,1,1472400,,,,,,Overdue
B34,R34,6,9,5,146,22,124,0,2244100,10.0,56.0,06:36,81.0,07:01,Complete
B35,,6,2,5,92,13,79,1,1808500,,,,,,Overdue
B36,,1,10,5,61,15,46,1,1472400,,,,,,Overdue
B37,,1,10,5,61,16,45,1,1472400,,,,,,Overdue
B38,R38,6,7,5,77,14,63,0,1632300,7.0,59.0,06:39,76.0,06:56,Complete
B39,,4,9,5,124,18,106,2,2092400,,,,,,Overdue
B40,,4,10,4,68,14,54,1,1554900,,,,,,Overdue
B41,,10,3,7,83,17,66,2,1681800,,,,,,Overdue
B42,R42,6,2,5,92,13,79,1,1808500,5.0,64.0,06:44,80.0,07:00,Complete
B43,,4,9,5,124,17,107,2,2092400,,,,,,Overdue
B44,,1,10,5,61,15,46,2,1482400,,,,,,Overdue
B45,,10,4,5,66,14,52,2,1543900,,,,,,Overdue
B46,R46,4,9,5,124,17,107,1,2082400,15.0,69.0,06:49,89.0,07:09,Complete
B47,R47,10,3,7,83,17,66,1,1671800,2.0,69.0,06:49,89.0,07:09,Complete
B48,R48,1,10,5,61,16,45,1,1472400,13.0,70.0,06:50,88.0,07:08,Complete
B49,R49,6,7,5,77,14,63,0,1632300,9.0,72.0,06:52,89.0,07:09,Complete
B50,,1,10,5,61,15,46,1,1472400,,,,,,Overdue
B51,,10,2,6,94,18,76,1,1775900,,,,,,Overdue
B52,R52,10,3,7,83,17,66,0,1661800,6.0,74.0,06:54,97.0,07:17,Complete
B53,R53,10,3,7,83,17,66,0,1661800,0.0,78.0,06:58,98.0,07:18,Complete
B54,,1,10,5,61,16,45,1,1472400,,,,,,Overdue
B55,R55,4,9,5,124,18,106,0,2072400,1.0,76.0,06:56,96.0,07:16,Complete
B56,R56,10,3,7,83,17,66,0,1661800,6.0,77.0,06:57,100.0,07:20,Complete
B57,R57,4,9,5,124,17,107,0,2072400,4.0,77.0,06:57,97.0,07:17,Complete
B58,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B59,R59,2,4,4,54,8,46,1,1481700,5.0,83.0,07:03,94.0,07:14,Complete
B60,,5,7,5,63,12,51,1,1530500,,,,,,Overdue
B61,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B62,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B63,R63,7,4,4,57,9,48,1,1498500,7.0,86.0,07:06,98.0,07:18,Complete
B64,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B65,R65,9,6,5,147,22,125,1,2264100,12.0,87.0,07:07,112.0,07:32,Complete
B66,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B67,,3,5,8,50,10,40,1,1418200,,,,,,Overdue
B68,R68,5,7,5,63,12,51,0,1520500,11.0,91.0,07:11,106.0,07:26,Complete
B69,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B70,R70,6,3,5,81,12,69,0,1698600,8.0,92.0,07:12,107.0,07:27,Complete
B71,R71,9,6,5,147,22,125,0,2254100,15.0,92.0,07:12,117.0,07:37,Complete
B72,R72,2,5,8,59,11,48,0,1489100,3.0,96.0,07:16,109.0,07:29,Complete
B73,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B74,,6,9,7,146,22,124,2,2262100,,,,,,Overdue
B75,R75,9,6,5,147,22,125,0,2254100,16.0,98.0,07:18,123.0,07:43,Complete
B76,R76,10,9,6,171,21,150,0,2505300,13.0,98.0,07:18,122.0,07:42,Complete
B77,R77,3,8,4,57,12,45,0,1454100,2.0,99.0,07:19,114.0,07:34,Complete
B78,,8,3,5,57,12,45,2,1473100,,,,,,Overdue
B79,R79,3,8,4,57,12,45,1,1464100,6.0,104.0,07:24,119.0,07:39,Complete
B80,,6,7,6,77,14,63,2,1651300,,,,,,Overdue
B81,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B82,,8,2,5,28,12,16,2,1190100,,,,,,Overdue
B83,R83,2,4,4,54,8,46,1,1481700,0.0,107.0,07:27,118.0,07:38,Complete
B84,,6,9,7,146,22,124,2,2262100,,,,,,Overdue
B85,R85,9,6,5,147,22,125,1,2264100,4.0,107.0,07:27,132.0,07:52,Complete
B86,R86,8,2,5,28,12,16,1,1180100,14.0,108.0,07:28,123.0,07:43,Complete
B87,R87,6,7,6,77,15,62,1,1641300,7.0,110.0,07:30,127.0,07:47,Complete
B88,R88,8,4,5,76,13,63,1,1642200,9.0,109.0,07:29,125.0,07:45,Complete
B89,,8,2,5,28,12,16,1,1180100,,,,,,Overdue
B90,,10,9,6,171,21,150,1,2515300,,,,,,Overdue
B91,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B92,R92,9,6,5,147,22,125,0,2254100,1.0,112.0,07:32,137.0,07:57,Complete
B93,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B94,R94,6,3,5,81,12,69,0,1698600,12.0,115.0,07:35,130.0,07:50,Complete
B95,R95,6,2,5,92,13,79,0,1798500,5.0,115.0,07:35,131.0,07:51,Complete
B96,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B97,,3,8,4,57,12,45,1,1464100,,,,,,Overdue
B98,R98,5,2,5,61,11,50,0,1512100,3.0,117.0,07:37,130.0,07:50,Complete
B99,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B100,,5,7,5,63,12,51,1,1530500,,,,,,Overdue
B101,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B102,,4,10,4,68,14,54,1,1554900,,,,,,Overdue
B103,,10,9,6,171,21,150,2,2525300,,,,,,Overdue
B104,R104,3,8,4,57,12,45,1,1464100,8.0,121.0,07:41,136.0,07:56,Complete
B105,R105,9,6,5,147,22,125,1,2264100,10.0,121.0,07:41,146.0,08:06,Complete
B106,R106,6,3,5,81,12,69,1,1708600,15.0,122.0,07:42,137.0,07:57,Complete
B107,,6,7,6,77,14,63,2,1651300,,,,,,Overdue
B108,,10,9,6,171,21,150,2,2525300,,,,,,Overdue
B109,,5,7,5,63,12,51,2,1540500,,,,,,Overdue
B110,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B111,R111,6,3,5,81,12,69,1,1708600,16.0,126.0,07:46,141.0,08:01,Complete
B112,,6,9,7,146,22,124,2,2262100,,,,,,Overdue
B113,,3,8,4,57,12,45,2,1474100,,,,,,Overdue
B114,,9,6,5,147,22,125,2,2274100,,,,,,Overdue
B115,R115,3,8,4,57,12,45,1,1464100,11.0,129.0,07:49,144.0,08:04,Complete
B116,,9,6,5,147,22,125,2,2274100,,,,,,Overdue
B117,R117,2,4,4,54,8,46,1,1481700,14.0,129.0,07:49,140.0,08:00,Complete
B118,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B119,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B120,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B121,R121,3,6,4,83,12,71,0,1719600,0.0,132.0,07:52,147.0,08:07,Complete
B122,,10,9,6,171,21,150,2,2525300,,,,,,Overdue
B123,R123,7,4,4,57,9,48,0,1488500,7.0,134.0,07:54,146.0,08:06,Complete
B124,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B125,R125,3,9,4,122,17,105,0,2060100,12.0,138.0,07:58,158.0,08:18,Complete
B126,R126,2,5,8,59,11,48,1,1499100,3.0,140.0,08:00,153.0,08:13,Complete
B127,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B128,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B129,R129,8,1,6,83,14,69,1,1707400,8.0,140.0,08:00,157.0,08:17,Complete
B130,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B131,,3,9,5,122,17,105,2,2079100,,,,,,Overdue
B132,R132,6,3,5,81,12,69,1,1708600,1.0,141.0,08:01,156.0,08:16,Complete
B133,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B134,R134,2,4,5,54,8,46,1,1480700,5.0,142.0,08:02,153.0,08:13,Complete
B135,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B136,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B137,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B138,R138,8,5,6,81,16,65,1,1670600,2.0,142.0,08:02,161.0,08:21,Complete
B139,,9,1,8,114,18,96,2,1983700,,,,,,Overdue
B140,,9,7,5,95,14,81,2,1840700,,,,,,Overdue
B141,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B142,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B143,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B144,,7,6,6,78,15,63,2,1661300,,,,,,Overdue
B145,,8,3,6,57,12,45,2,1472100,,,,,,Overdue
B146,R146,9,7,5,95,14,81,1,1830700,13.0,143.0,08:03,160.0,08:20,Complete
B147,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B148,,5,2,6,61,10,51,2,1531100,,,,,,Overdue
B149,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B150,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B151,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B152,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B153,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B154,R154,5,3,6,50,10,40,1,1420200,9.0,148.0,08:08,161.0,08:21,Complete
B155,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B156,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B157,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B158,R158,6,4,5,48,9,39,1,1405900,4.0,146.0,08:06,158.0,08:18,Complete
B159,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B160,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B161,,7,6,6,78,15,63,2,1661300,,,,,,Overdue
B162,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B163,R163,4,9,6,124,18,106,1,2081400,7.0,149.0,08:09,169.0,08:29,Complete
B164,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B165,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B166,,7,4,5,57,9,48,2,1507500,,,,,,Overdue
B167,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B168,,3,5,7,50,10,40,2,1429200,,,,,,Overdue
B169,R169,4,2,5,56,8,48,1,1500700,14.0,149.0,08:09,160.0,08:20,Complete
B170,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B171,,7,1,5,56,9,47,2,1498500,,,,,,Overdue
B172,,7,4,5,57,9,48,2,1507500,,,,,,Overdue
B173,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B174,,2,4,5,54,8,46,2,1490700,,,,,,Overdue
B175,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B176,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B177,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B178,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B179,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B180,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B181,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B182,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B183,R183,3,9,5,122,17,105,0,2059100,15.0,152.0,08:12,172.0,08:32,Complete
B184,,6,7,6,77,14,63,1,1641300,,,,,,Overdue
B185,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B186,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B187,R187,9,1,8,114,18,96,0,1963700,6.0,152.0,08:12,176.0,08:36,Complete
B188,,9,7,5,95,14,81,1,1830700,,,,,,Overdue
B189,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B190,,8,5,6,81,15,66,1,1670600,,,,,,Overdue
B191,R191,9,1,8,114,18,96,0,1963700,6.0,155.0,08:15,179.0,08:39,Complete
B192,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B193,,6,3,5,81,12,69,1,1708600,,,,,,Overdue
B194,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B195,,7,9,5,93,14,79,1,1810700,,,,,,Overdue
B196,,8,5,6,81,16,65,1,1670600,,,,,,Overdue
B197,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B198,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B199,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B200,,9,7,5,95,14,81,1,1830700,,,,,,Overdue
B201,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B202,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B203,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B204,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B205,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B206,,5,7,5,63,12,51,1,1530500,,,,,,Overdue
B207,,6,2,6,92,13,79,1,1807500,,,,,,Overdue
B208,R208,6,7,6,77,15,62,0,1631300,10.0,157.0,08:17,178.0,08:38,Complete
B209,,7,6,6,78,15,63,1,1651300,,,,,,Overdue
B210,R210,8,3,6,57,12,45,1,1462100,11.0,160.0,08:20,175.0,08:35,Complete
B211,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B212,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B213,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B214,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B215,,6,7,6,77,14,63,1,1641300,,,,,,Overdue
B216,,7,9,5,93,14,79,1,1810700,,,,,,Overdue
B217,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B218,R218,6,7,6,77,15,62,0,1631300,0.0,159.0,08:19,179.0,08:39,Complete
B219,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B220,,8,1,6,83,14,69,1,1707400,,,,,,Overdue
B221,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B222,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B223,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B224,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B225,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B226,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B227,,9,4,6,125,18,107,2,2101400,,,,,,Overdue
B228,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B229,R229,2,4,5,54,8,46,1,1480700,14.0,163.0,08:23,174.0,08:34,Complete
B230,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B231,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B232,R232,7,4,5,57,9,48,1,1497500,13.0,163.0,08:23,175.0,08:35,Complete
B233,R233,3,1,5,51,8,43,1,1450100,1.0,162.0,08:22,173.0,08:33,Complete
B234,,5,10,4,38,12,26,1,1278300,,,,,,Overdue
B235,,6,7,6,77,14,63,2,1651300,,,,,,Overdue
B236,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B237,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B238,R238,9,7,5,95,14,81,1,1830700,12.0,162.0,08:22,179.0,08:39,Complete
B239,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B240,R240,2,4,5,54,8,46,1,1480700,16.0,165.0,08:25,176.0,08:36,Complete
B241,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B242,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B243,,3,8,4,57,12,45,2,1474100,,,,,,Overdue
B244,,7,1,5,56,9,47,1,1488500,,,,,,Overdue
B245,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B246,,8,5,6,81,16,65,2,1680600,,,,,,Overdue
B247,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B248,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B249,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B250,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B251,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B252,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B253,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B254,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B255,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B256,,7,4,5,57,9,48,2,1507500,,,,,,Overdue
B257,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B258,,8,5,6,81,16,65,2,1680600,,,,,,Overdue
B259,R259,3,1,5,51,8,43,1,1450100,9.0,167.0,08:27,178.0,08:38,Complete
B260,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B261,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B262,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B263,,2,5,10,59,11,48,2,1507100,,,,,,Overdue
B264,R264,5,3,6,50,10,40,1,1420200,2.0,169.0,08:29,182.0,08:42,Complete
B265,,6,4,5,48,9,39,2,1415900,,,,,,Overdue
B266,,7,4,5,57,9,48,2,1507500,,,,,,Overdue
B267,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B268,,8,4,6,76,13,63,2,1651200,,,,,,Overdue
B269,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B270,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B271,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B272,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B273,,3,5,7,50,10,40,1,1419200,,,,,,Overdue
B274,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B275,R275,6,3,5,81,12,69,0,1698600,8.0,171.0,08:31,186.0,08:46,Complete
B276,,6,4,5,48,9,39,1,1405900,,,,,,Overdue
B277,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B278,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B279,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B280,,2,5,10,59,11,48,1,1497100,,,,,,Overdue
B281,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B282,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B283,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B284,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B285,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B286,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B287,,8,4,6,76,14,62,1,1641200,,,,,,Overdue
B288,,9,6,7,147,22,125,2,2272100,,,,,,Overdue
B289,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B290,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B291,,3,9,5,122,17,105,1,2069100,,,,,,Overdue
B292,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B293,,8,7,5,30,9,21,1,1225500,,,,,,Overdue
B294,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B295,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B296,,5,10,4,38,12,26,1,1278300,,,,,,Overdue
B297,,6,7,6,77,14,63,1,1641300,,,,,,Overdue
B298,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B299,,3,5,7,50,10,40,1,1419200,,,,,,Overdue
B300,,5,1,6,27,9,18,1,1190900,,,,,,Overdue
B301,,6,3,5,81,12,69,1,1708600,,,,,,Overdue
B302,,6,4,5,48,9,39,1,1405900,,,,,,Overdue
B303,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B304,,3,8,4,57,12,45,1,1464100,,,,,,Overdue
B305,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B306,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B307,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B308-1,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B308-2,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B309,,3,5,7,50,10,40,1,1419200,,,,,,Overdue
B310,R310,3,9,5,122,17,105,0,2059100,11.0,179.0,08:39,199.0,08:59,Complete
B311,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B312,R312,7,1,5,56,9,47,1,1488500,10.0,181.0,08:41,193.0,08:53,Complete
B313,R313,8,1,6,83,14,69,0,1697400,5.0,179.0,08:39,196.0,08:56,Complete
B314,,8,4,6,76,13,63,1,1641200,,,,,,Overdue
B315,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B316,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B317,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B318,R318,5,3,6,50,10,40,1,1420200,3.0,181.0,08:41,194.0,08:54,Complete
B319,,6,7,6,77,15,62,2,1651300,,,,,,Overdue
B320,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
B321,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B322,,3,9,5,122,17,105,2,2079100,,,,,,Overdue
B323,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B324,,8,2,6,28,12,16,2,1189100,,,,,,Overdue
B325,,3,1,5,51,8,43,1,1450100,,,,,,Overdue
B326,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B327,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B328,,6,9,7,146,22,124,2,2262100,,,,,,Overdue
B329,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B330,,1,9,9,113,18,95,2,1972700,,,,,,Overdue
B331,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B332,,3,9,5,122,17,105,2,2079100,,,,,,Overdue
B333,R333,9,4,6,125,18,107,1,2091400,7.0,184.0,08:44,204.0,09:04,Complete
B334,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B335,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B336,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B337,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B338,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B339,,6,3,5,81,12,69,2,1718600,,,,,,Overdue
B340,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B341,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B342,,3,8,4,57,12,45,2,1474100,,,,,,Overdue
B343,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B344,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B345,R345,6,3,5,81,12,69,1,1708600,1.0,189.0,08:49,204.0,09:04,Complete
B346,,8,1,6,83,14,69,2,1717400,,,,,,Overdue
B347,R347,2,4,5,54,8,46,1,1480700,16.0,188.0,08:48,199.0,08:59,Complete
B348,,3,1,5,51,8,43,2,1460100,,,,,,Overdue
B349,R349,3,4,5,45,9,36,1,1379400,8.0,189.0,08:49,201.0,09:01,Complete
B350,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B351,,6,4,5,48,9,39,2,1415900,,,,,,Overdue
B352,R352,7,4,5,57,9,48,1,1497500,0.0,188.0,08:48,200.0,09:00,Complete
B353,,8,4,6,76,14,62,2,1651200,,,,,,Overdue
B354,,8,5,6,81,16,65,2,1680600,,,,,,Overdue
B355,,9,7,5,95,14,81,2,1840700,,,,,,Overdue
B356,,10,9,8,171,21,150,2,2523300,,,,,,Overdue
B357,,2,1,5,54,9,45,2,1476000,,,,,,Overdue
B358,,3,1,5,51,8,43,2,1460100,,,,,,Overdue
B359,R359,6,3,5,81,12,69,1,1708600,6.0,191.0,08:51,206.0,09:06,Complete
B360,,9,7,5,95,14,81,2,1840700,,,,,,Overdue
B361,,3,4,5,45,9,36,2,1389400,,,,,,Overdue
B362,,5,3,6,50,10,40,2,1430200,,,,,,Overdue
B363,,6,1,5,23,9,14,2,1162600,,,,,,Overdue
B364,,6,4,5,48,9,39,2,1415900,,,,,,Overdue
B365,R365,7,6,6,78,14,64,1,1651300,12.0,190.0,08:50,207.0,09:07,Complete
B366,R366,9,6,7,147,22,125,1,2262100,15.0,190.0,08:50,215.0,09:15,Complete
B367,,2,4,5,54,8,46,1,1480700,,,,,,Overdue
B368,,3,8,4,57,12,45,1,1464100,,,,,,Overdue
B369,R369,6,1,5,23,9,14,0,1142600,13.0,191.0,08:51,203.0,09:03,Complete
B370,R370,6,3,5,81,12,69,0,1698600,9.0,191.0,08:51,206.0,09:06,Complete
B371,,6,7,6,77,15,62,1,1641300,,,,,,Overdue
B372,,7,4,5,57,9,48,1,1497500,,,,,,Overdue
B373,,3,4,5,45,9,36,1,1379400,,,,,,Overdue
B374,,5,3,6,50,10,40,1,1420200,,,,,,Overdue
B375,,6,1,5,23,9,14,1,1152600,,,,,,Overdue
B376,,8,3,6,57,12,45,1,1462100,,,,,,Overdue
B377,,3,9,5,122,17,105,1,2069100,,,,,,Overdue
B378,,6,4,5,48,9,39,1,1405900,,,,,,Overdue
B379,,8,2,6,28,12,16,1,1179100,,,,,,Overdue
B380,,2,1,5,54,9,45,1,1466000,,,,,,Overdue
